player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Josh Allen,46601,QB,BUF,17,32.7,0,4,91.2,,60.0,0,0,0,0.0,0.0,,8,0,0,368,0,0,0,1125,0,695,0,0,368,0
Adam Thielen,8288,WR,CAR,17,35.1,0,5,72.7,46.5,42.9,0,0,5,0.8,0.7,100.0,5,0,0,367,0,0,0,1045,5,683,0,0,362,0
Jaelyn Duncan,81722,T,TEN,8,100.0,0,31,32.9,29.2,41.5,10,17,196,100.0,100.0,88.5,4,36,9,364,0,0,339,364,207,207,0,18,157,7
Darnell Washington,124044,TE,PIT,17,71.3,0,25,49.8,72.3,51.3,0,1,37,21.0,21.1,98.6,0,1,0,363,0,0,1,509,39,185,0,5,324,479
C.J. Stroud,129759,QB,HST,15,36.8,0,13,82.8,61.3,60.2,0,0,1,0.2,0.2,100.0,2,0,0,357,0,0,0,969,1,595,0,0,356,0
Davante Adams,8688,WR,LV,17,37.0,0,23,79.1,,49.4,0,0,0,0.0,0.0,,1,0,0,356,0,0,0,961,0,605,0,0,356,0
Lamar Jackson,46416,QB,BLT,16,34.0,2,3,90.4,,60.2,0,0,0,0.0,0.0,,10,0,0,353,0,0,0,1039,0,599,0,0,353,0
Dallas Goedert,47272,TE,PHI,14,43.5,0,24,73.3,79.4,74.1,0,0,19,4.2,4.0,100.0,3,0,0,352,0,0,0,809,19,476,0,0,333,425
George Pickens,99229,WR,PIT,17,37.8,1,25,75.3,,58.9,0,0,0,0.0,0.0,,5,0,0,351,0,0,0,928,0,574,0,0,351,10
Trey McBride,75916,TE,ARZ,17,44.5,0,1,76.3,55.1,62.3,1,0,15,3.6,4.2,96.7,8,1,0,349,0,0,2,785,19,455,0,0,330,447
Drake London,86519,WR,ATL,16,40.6,0,2,78.9,,56.7,0,0,0,0.0,0.0,,1,0,0,349,0,0,0,860,0,511,0,0,349,0
Desmond Ridder,55086,QB,ATL,15,41.2,0,2,51.9,61.3,60.3,0,0,1,0.2,0.2,100.0,5,0,0,349,0,0,0,848,1,466,0,0,348,0
Derek Carr,8671,QB,NO,17,35.4,0,20,77.2,,61.0,0,0,0,0.0,0.0,,4,0,0,346,0,0,0,978,0,609,0,0,346,0
Allen Robinson II,8696,WR,PIT,17,44.9,0,25,52.0,61.3,55.6,0,1,6,1.5,1.4,91.7,0,1,0,345,0,0,0,769,6,430,0,0,339,22
T.J. Bass,131703,G,DAL,12,100.0,0,9,54.1,54.9,54.2,0,5,180,100.0,100.0,98.1,1,6,1,344,0,137,0,344,190,190,204,0,154,2
Wanya Morris,98247,T,KC,9,100.0,1,16,55.6,63.4,47.1,7,15,223,100.0,100.0,94.2,3,24,2,340,0,0,339,340,235,235,0,0,105,0
Jakobi Meyers,47468,WR,LV,16,37.7,0,23,69.9,71.8,36.7,0,0,2,0.4,0.4,100.0,6,0,0,340,0,0,0,902,2,561,0,0,338,3
Jalen Hurts,40291,QB,PHI,17,30.6,0,24,86.4,,60.0,0,0,0,0.0,0.0,,6,0,0,337,0,0,0,1103,0,650,0,0,337,0
Zay Flowers,97268,WR,BLT,16,37.3,1,3,75.6,,64.3,0,0,0,0.0,0.0,,1,0,0,337,0,0,0,904,0,559,0,0,337,1
Jonathan Mingo,97774,WR,CAR,15,37.0,0,5,54.7,76.4,70.6,0,0,5,0.9,1.0,100.0,2,0,0,336,0,0,0,908,6,578,0,0,330,0
Trevor Lawrence,77632,QB,JAX,16,32.0,0,15,79.7,60.9,61.1,0,0,1,0.2,0.1,100.0,8,0,0,335,0,0,0,1046,1,683,0,0,334,0
Patrick Ricard,48862,FB,BLT,17,75.4,0,3,62.1,62.6,67.7,0,3,40,28.2,27.8,96.2,2,3,0,334,0,0,6,443,42,151,0,0,292,317
MyCole Pruitt,9576,TE,ATL,17,83.0,0,2,59.4,64.2,46.8,0,1,85,57.8,55.8,98.2,3,2,1,333,0,0,15,401,86,154,0,4,247,334
Josh Reynolds,11872,WR,DET,17,40.0,1,11,69.7,61.6,67.5,0,0,1,0.2,0.2,100.0,3,0,0,333,0,0,0,832,1,500,0,0,332,0
David Quessenberry,7957,T,MIN,6,100.0,0,18,64.8,68.3,57.2,4,11,220,100.0,100.0,96.1,1,16,1,331,0,0,94,331,231,231,0,236,100,1
Brandon Aiyuk,84109,WR,SF,16,41.2,0,28,92.3,66.8,80.2,0,0,1,0.2,0.4,100.0,3,0,0,331,0,0,0,803,2,474,0,0,329,1
Russell Wilson,7077,QB,DEN,15,34.6,0,10,77.5,,60.0,0,0,0,0.0,0.0,,2,0,0,325,0,0,0,938,0,568,0,0,325,0
Jake Ferguson,61081,TE,DAL,17,36.6,0,9,71.9,72.6,60.3,0,0,28,5.1,5.3,100.0,4,0,0,322,0,0,1,880,31,589,0,0,291,517
Trystan Colon,41117,G,ARZ,11,100.0,1,1,59.6,69.2,55.5,1,6,181,100.0,100.0,97.0,1,9,2,322,7,315,0,322,200,200,0,0,122,0
Michael Mayer,122906,TE,LV,14,53.2,1,23,58.3,51.9,47.6,4,2,57,17.3,17.5,94.7,4,6,0,320,0,0,1,602,60,342,0,0,260,442
Max Garcia,9566,G,NO,12,99.7,0,20,54.2,59.2,55.6,2,6,175,99.4,99.5,97.7,3,8,0,319,6,249,0,320,184,185,19,0,135,46
Stefon Diggs,9579,WR,BUF,17,33.4,0,4,81.1,,59.5,0,0,0,0.0,0.0,,3,0,0,317,0,0,0,949,0,631,0,0,317,0
Tucker Kraft,104034,TE,GB,17,50.6,1,12,63.6,67.7,52.4,1,3,37,11.1,11.3,94.6,2,4,0,314,0,0,0,621,39,346,0,0,275,476
Darius Slayton,25578,WR,NYG,17,34.9,0,21,67.5,68.1,46.3,0,0,1,0.2,0.2,100.0,0,0,0,313,0,0,0,896,1,584,0,0,312,14
Josh Oliver,47083,TE,MIN,17,67.0,1,18,75.1,57.6,73.9,3,1,64,31.1,31.3,93.7,4,6,2,313,0,0,0,467,70,224,0,0,243,440
Romeo Doubs,84329,WR,GB,17,36.6,0,12,68.9,,58.5,0,0,0,0.0,0.0,,1,0,0,309,0,0,0,845,0,536,0,0,309,1
Patrick Mahomes,11765,QB,KC,16,29.2,1,16,85.1,60.9,60.7,0,0,1,0.1,0.1,100.0,5,0,0,307,0,0,0,1050,1,720,0,0,306,0
Amari Cooper,9437,WR,CLV,15,34.8,0,8,80.3,68.1,57.8,0,0,1,0.2,0.2,100.0,1,0,0,307,0,0,0,883,1,577,0,0,306,0
Nick Harris,46752,C,CLV,17,98.1,0,8,59.5,66.3,58.7,0,3,164,97.0,96.6,99.1,2,3,0,305,222,0,0,311,169,175,18,0,136,13
Nash Jensen,66672,G,CAR,7,100.0,0,5,34.7,33.7,38.6,2,15,162,100.0,100.0,94.1,1,18,1,302,0,80,0,302,171,171,222,0,131,0
CeeDee Lamb,61570,WR,DAL,17,30.5,0,9,91.1,,54.9,0,0,0,0.0,0.0,,6,0,0,302,0,0,0,991,0,675,0,0,302,3
Drew Sample,47259,TE,CIN,17,60.7,0,7,60.0,68.1,61.5,3,1,78,29.1,30.1,97.4,0,4,0,301,0,0,1,496,84,279,0,1,217,364
Chris Manhertz,10211,TE,DEN,16,81.7,0,10,56.5,73.1,58.5,1,4,65,50.4,49.6,96.2,1,5,0,300,0,0,10,367,66,133,0,1,234,320
Jake Curhan,38549,T,SEA,7,100.0,0,29,55.7,39.2,67.1,6,18,172,100.0,100.0,91.3,1,27,3,296,0,0,0,296,187,187,6,288,109,2
Calvin Ridley,48262,WR,JAX,17,29.7,0,15,71.4,,50.2,0,0,0,0.0,0.0,,3,0,0,295,0,0,0,992,0,688,0,0,295,0
Elijah Moore,84302,WR,CLV,17,32.7,0,8,60.1,0.0,42.0,0,1,1,0.2,0.2,50.0,1,1,0,295,0,0,0,903,1,599,0,0,294,0
Luke Farrell,42353,TE,JAX,17,71.4,0,15,58.1,67.6,49.6,0,1,47,29.2,29.8,94.7,2,3,2,294,0,0,4,412,50,168,0,4,244,353
Sam Howell,97599,QB,WAS,17,27.7,0,32,60.3,,60.1,0,0,0,0.0,0.0,,3,0,0,294,0,0,0,1061,0,751,0,0,294,0
Xavier Newman,58525,G,NYJ,6,100.0,0,22,47.8,31.9,58.6,3,9,180,100.0,100.0,94.4,2,16,4,292,36,12,0,292,188,188,244,0,104,0
Tommy Tremble,84025,TE,CAR,16,52.5,0,5,55.6,62.0,45.5,1,0,20,7.4,7.7,97.5,3,1,0,292,0,0,0,556,22,286,0,0,270,393
Geno Smith,7820,QB,SEA,15,32.3,0,29,82.9,,60.5,0,0,0,0.0,0.0,,6,0,0,291,0,0,0,900,0,592,0,0,291,0
Garrett Wilson,97405,WR,NYJ,17,28.7,1,22,72.9,,56.1,0,0,0,0.0,0.0,,5,0,0,289,0,0,0,1006,0,712,0,0,289,0
Jack Stoll,42058,TE,PHI,17,65.7,0,24,52.1,49.5,65.6,0,2,30,17.2,16.6,96.7,1,2,0,289,0,0,1,440,30,181,0,10,259,370
Marcedes Lewis,2973,TE,CHI,17,87.3,0,6,77.1,68.4,73.7,0,1,61,61.0,60.4,99.2,2,1,0,288,0,0,3,330,64,106,0,6,224,321
John Bates,42275,TE,WAS,17,57.4,0,32,51.8,79.0,60.0,0,1,63,23.7,23.4,99.2,4,1,0,287,0,0,0,500,65,278,0,3,222,386
Brock Wright,60994,TE,DET,14,67.3,0,11,45.6,63.7,44.0,0,2,45,25.0,26.6,97.8,0,2,0,286,0,0,0,425,50,188,0,1,236,309
Mike Evans,8642,WR,TB,17,33.1,0,30,81.5,,40.5,0,0,0,0.0,0.0,,4,0,0,285,0,0,0,862,0,577,0,0,285,0
Cooper Kupp,11824,WR,LA,12,40.2,0,26,72.4,,67.8,0,0,0,0.0,0.0,,2,0,0,285,0,0,0,709,0,423,0,0,285,1
Chris Godwin,11839,WR,TB,17,31.8,1,30,78.2,65.6,49.8,0,0,1,0.2,0.2,100.0,1,0,0,283,0,0,0,891,1,606,0,0,282,7
Pharaoh Brown,12247,TE,NE,17,70.7,0,19,73.3,60.1,63.3,0,3,39,25.5,25.5,96.2,0,3,0,282,0,0,0,399,40,157,0,1,242,359
Storm Norton,12188,T,ATL,6,99.6,0,2,68.3,69.3,66.4,0,5,143,99.3,99.4,97.6,1,6,1,282,0,0,2,283,153,154,0,276,129,5
Dalton Schultz,47304,TE,HST,15,38.1,0,13,72.8,64.4,63.2,0,1,38,8.2,8.2,96.1,1,2,1,282,0,0,0,740,41,499,0,0,241,483
Joshua Dobbs,11890,QB,MIN,13,33.0,1,18,65.9,,60.6,0,0,0,0.0,0.0,,5,0,0,281,0,0,0,852,0,525,0,0,281,0
Marquise Brown,61568,WR,ARZ,14,35.9,1,1,67.1,,48.3,0,0,0,0.0,0.0,,4,0,0,280,0,0,0,781,0,499,0,0,280,0
Courtland Sutton,48164,WR,DEN,16,35.7,0,10,75.6,80.7,66.3,0,0,3,0.6,0.6,100.0,6,0,0,279,0,0,0,782,3,506,0,0,276,9
Jordan Addison,123000,WR,MIN,17,30.2,1,18,68.6,,45.9,0,0,0,0.0,0.0,,1,0,0,278,0,0,0,921,0,642,0,0,278,0
Darnell Mooney,48236,WR,CHI,15,36.4,1,6,55.2,39.6,30.1,0,0,3,0.6,0.8,66.7,1,1,1,278,0,0,0,764,4,489,0,0,274,4
Hunter Henry,10669,TE,NE,14,41.5,1,19,69.3,74.8,55.8,0,0,25,6.3,6.3,100.0,5,0,0,275,0,0,0,663,26,414,0,0,249,390
Austin Hooper,10715,TE,LV,17,49.5,0,23,58.2,81.5,50.6,1,1,48,15.3,15.1,97.9,1,2,0,275,0,0,0,556,50,331,0,0,225,406
Josh Downs,122832,WR,IND,17,34.8,0,14,70.3,,51.3,0,0,0,0.0,0.0,,1,0,0,274,0,0,0,788,0,514,0,0,274,1
Kyle Juszczyk,7912,FB,SF,17,55.4,0,28,56.7,72.9,64.8,0,0,18,8.0,8.1,94.4,1,1,1,274,0,0,0,495,19,235,0,0,255,158
Abraham Lucas,60218,T,SEA,6,100.0,0,29,53.1,44.4,58.8,0,15,170,100.0,100.0,94.4,0,17,2,273,0,0,0,273,182,182,0,273,91,0
Tyler Conklin,47124,TE,NYJ,17,35.1,0,22,65.6,66.6,54.0,0,3,37,7.3,6.9,95.9,1,3,0,270,0,0,1,770,37,536,0,0,233,371
Wesley French,29608,C,IND,8,100.0,1,14,48.4,56.7,47.5,0,7,146,100.0,100.0,96.9,2,8,1,270,266,0,0,270,153,153,4,0,117,0
Deebo Samuel,48274,WR,SF,15,38.0,0,28,83.0,80.0,60.3,0,0,4,1.0,1.0,100.0,2,0,0,269,0,0,0,708,4,412,0,0,265,9
Mo Alie-Cox,12078,TE,IND,17,61.8,0,14,61.4,56.7,61.0,0,2,34,18.0,19.4,94.1,0,3,1,268,0,0,3,434,40,206,0,3,228,384
Chris Moore,10741,WR,TEN,17,44.7,0,31,64.9,73.6,54.9,0,0,1,0.3,0.6,100.0,0,0,0,267,0,0,0,597,2,330,0,0,265,1
Michael Wilson,84423,WR,ARZ,13,37.6,1,1,68.3,68.1,62.2,0,0,1,0.2,0.2,100.0,3,0,0,267,0,0,0,710,1,444,0,0,266,0
Joshua Ezeudu,77355,T,NYG,6,100.0,1,21,42.4,39.3,53.4,0,7,170,100.0,100.0,95.0,6,12,5,266,0,0,266,266,181,181,0,0,85,0
Terry McLaurin,48229,WR,WAS,17,28.2,0,32,75.1,,57.6,0,0,0,0.0,0.0,,0,0,0,265,0,0,0,941,0,676,0,0,265,1
Justin Fields,82118,QB,CHI,13,32.0,0,6,74.6,,60.4,0,0,0,0.0,0.0,,5,0,0,264,0,0,0,824,0,478,0,0,264,0
Chigoziem Okonkwo,84000,TE,TEN,17,37.8,1,31,62.1,63.9,57.9,0,1,42,9.5,9.7,98.8,5,1,0,262,0,0,0,693,46,475,0,1,216,265
Alec Ingold,34934,FB,MIA,17,63.4,0,17,47.4,77.1,40.5,0,1,28,16.5,16.3,98.2,1,1,0,262,0,0,0,413,29,178,0,0,233,80
Noah Gray,60878,TE,KC,17,43.9,0,16,61.7,46.3,57.2,2,2,32,9.3,9.3,93.7,0,4,0,261,0,0,0,595,34,367,0,4,227,317
Evan Engram,11778,TE,JAX,17,28.4,0,15,71.6,61.8,54.9,0,0,21,3.3,3.2,100.0,3,0,0,260,0,0,0,916,22,678,0,4,238,305
Nick Westbrook-Ikhine,47861,WR,TEN,14,42.4,1,31,59.4,79.6,44.6,0,0,10,3.0,2.8,100.0,3,0,0,259,0,0,0,611,10,362,0,0,249,1
Justin Herbert,28237,QB,LAC,13,31.1,1,27,85.5,,60.3,0,0,0,0.0,0.0,,5,0,0,259,0,0,0,834,0,554,0,0,259,0
Cedrick Wilson Jr.,48170,WR,MIA,15,47.3,0,17,66.3,,59.3,0,0,0,0.0,0.0,,2,0,0,258,0,0,0,545,0,287,0,0,258,13
Jonnu Smith,11855,TE,ATL,17,39.4,2,2,59.1,75.4,43.7,0,3,41,9.9,10.0,96.3,5,3,0,257,0,0,1,653,44,439,0,1,213,273
Austin Corbett,46290,G,CAR,4,100.0,0,5,47.9,44.5,51.0,1,12,169,100.0,100.0,94.4,1,16,3,257,0,0,0,257,176,176,257,0,81,0
Ja'Marr Chase,84270,WR,CIN,16,28.7,1,7,85.3,,45.1,0,0,0,0.0,0.0,,2,0,0,255,0,0,0,889,0,631,0,0,255,0
Luke Schoonmaker,84005,TE,DAL,17,68.8,0,9,50.4,58.8,59.4,0,2,30,22.2,22.3,93.3,1,3,1,254,0,0,4,369,33,148,0,1,221,318
Kenny Pickett,60515,QB,PIT,12,38.0,0,25,70.6,,60.0,0,0,0,0.0,0.0,,2,0,0,254,0,0,0,668,0,386,0,0,254,0
Colby Sorsdal,87479,G,DET,5,100.0,1,11,41.8,35.1,46.9,4,9,124,100.0,100.0,94.0,2,14,1,253,0,94,0,253,132,132,123,36,121,0
T.J. Hockenson,40912,TE,MIN,15,32.0,0,18,78.8,65.6,56.1,1,3,25,4.7,4.6,92.0,3,4,0,253,0,0,0,790,26,563,0,1,227,472
Khalil Shakir,84140,WR,BUF,17,42.0,0,4,75.2,69.9,54.7,0,0,3,0.9,0.9,100.0,1,0,0,253,0,0,0,603,3,352,0,0,250,18
Colby Parkinson,52266,TE,SEA,17,51.0,1,29,57.4,69.5,64.1,0,3,37,14.2,14.5,95.9,6,3,0,252,0,0,0,494,41,283,0,0,211,274
Chris Olave,84355,WR,NO,16,31.0,0,20,82.5,,55.8,0,0,0,0.0,0.0,,1,0,0,252,0,0,0,814,0,562,0,0,252,0
Kayode Awosika,44909,G,DET,5,100.0,1,11,59.8,51.0,64.2,3,12,153,100.0,100.0,94.4,2,16,1,252,0,186,0,252,159,159,66,0,93,0
Rashod Bateman,84296,WR,BLT,16,41.4,1,3,61.4,,60.1,0,0,0,0.0,0.0,,1,0,0,252,0,0,0,609,0,356,0,0,252,2
Alijah Vera-Tucker,57107,T,NYJ,5,100.0,0,22,71.7,56.8,82.7,1,11,155,100.0,100.0,94.8,1,14,2,250,0,0,0,250,164,164,101,149,86,0
DJ Chark Jr.,47702,WR,CAR,15,32.4,0,5,60.0,,49.5,0,0,0,0.0,0.0,,0,0,0,250,0,0,0,771,0,521,0,0,250,0
Austin Schlottmann,30097,C,MIN,6,100.0,0,18,62.6,72.3,59.4,1,5,167,100.0,100.0,97.6,1,7,1,249,247,2,0,249,178,178,0,0,71,0
Michael Dunn,39676,G,CLV,12,100.0,0,8,60.2,56.1,61.9,1,3,124,100.0,100.0,97.6,2,5,1,248,0,192,1,248,133,133,0,0,115,55
Harrison Bryant,26394,TE,CLV,17,60.8,0,8,53.5,80.2,49.7,0,0,22,13.3,13.0,100.0,0,0,0,247,0,0,1,406,23,177,0,0,224,251
Charlie Heck,36501,T,HST,4,100.0,0,13,48.1,38.9,58.4,1,16,145,100.0,100.0,93.4,1,18,1,246,0,0,0,246,156,156,0,246,90,0
Jake Hanson,28148,G,NYJ,5,100.0,0,22,51.8,59.7,48.7,1,8,154,100.0,100.0,97.1,1,9,0,244,0,0,0,244,165,165,244,0,79,0
Tutu Atwell,77965,WR,LA,16,35.4,0,26,67.1,,64.6,0,0,0,0.0,0.0,,0,0,0,243,0,0,0,687,0,438,0,0,243,0
D.K. Metcalf,47864,WR,SEA,16,29.2,3,29,80.0,,53.3,0,0,0,0.0,0.0,,8,0,0,241,0,0,0,826,0,585,0,0,241,1
Brenden Jaimes,59909,C,LAC,4,100.0,0,27,49.8,71.1,39.8,0,3,146,100.0,100.0,98.3,1,4,1,241,241,0,0,241,155,155,0,0,86,0
Kyle Pitts,83964,TE,ATL,17,33.1,2,2,68.1,77.6,31.2,0,0,8,1.7,2.0,100.0,4,0,0,240,0,0,1,726,10,496,0,2,230,157
Ben Bartch,84236,G,SF,8,100.0,0,28,61.2,48.6,64.4,2,5,146,100.0,100.0,96.2,0,9,2,240,16,219,0,240,154,154,5,0,86,0
Aidan O'Connell,60516,QB,LV,11,37.5,0,23,65.9,61.2,60.3,0,0,1,0.3,0.3,100.0,2,0,0,240,0,0,0,640,1,384,0,0,239,0
Brandin Cooks,8655,WR,DAL,16,29.5,1,9,69.6,,43.0,0,0,0,0.0,0.0,,1,0,0,239,0,0,0,809,0,566,0,0,239,0
Tyler Lockett,9502,WR,SEA,17,28.4,0,29,78.1,,58.7,0,0,0,0.0,0.0,,0,0,0,237,0,0,0,834,0,597,0,0,237,2
Jahan Dotson,84375,WR,WAS,17,25.9,2,32,57.7,66.1,41.8,0,0,1,0.2,0.1,100.0,3,0,0,236,0,0,0,910,1,675,0,0,235,0
Juwan Johnson,28305,TE,NO,13,42.5,2,20,58.8,46.8,40.4,1,1,26,7.8,7.8,96.2,5,2,0,236,0,0,0,555,27,346,0,0,209,263
Donovan Peoples-Jones,61439,WR,DET,15,45.6,0,11,52.7,77.9,52.1,0,0,4,1.5,1.4,100.0,2,0,0,233,0,0,0,511,4,282,0,0,229,1
Travis Kelce,7844,TE,KC,15,30.0,3,16,78.6,77.0,48.1,0,1,19,3.6,3.6,97.4,10,1,0,232,0,0,0,774,20,562,0,1,212,273
Cedric Tillman,84434,WR,CLV,14,38.1,0,8,55.5,76.4,56.2,1,0,5,1.4,1.6,90.0,1,1,0,232,0,0,0,609,6,382,0,0,226,16
Cornelius Lucas,9025,T,WAS,9,100.0,0,32,62.8,73.6,49.7,1,4,143,100.0,100.0,96.2,1,8,3,231,0,0,227,231,152,152,0,0,79,4
Yosh Nijman,60822,T,GB,13,100.0,1,12,61.7,65.8,60.3,0,8,133,100.0,100.0,95.5,2,10,2,230,0,0,198,230,139,139,0,32,91,0
Will Dissly,30762,TE,SEA,16,60.6,0,29,71.3,83.5,77.2,0,0,37,20.3,22.0,100.0,3,0,0,229,0,0,2,378,42,191,0,2,187,306
K.J. Osborn,23503,WR,MIN,16,27.9,0,18,53.9,73.6,51.7,0,0,2,0.4,0.3,100.0,2,0,0,229,0,0,0,821,2,594,0,0,227,1
Dawson Knox,35883,TE,BUF,12,46.9,0,4,53.3,77.2,47.4,0,0,20,7.7,8.2,100.0,4,0,0,228,0,0,0,486,23,281,0,3,205,294
Quentin Johnston,123085,WR,LAC,17,30.6,0,27,58.9,,52.7,0,0,0,0.0,0.0,,1,0,0,228,0,0,0,746,0,514,0,0,228,0
Noah Fant,42388,TE,SEA,17,40.0,0,29,62.9,72.1,59.6,0,3,33,9.4,9.5,92.4,4,4,1,228,0,0,0,570,36,378,0,0,192,327
Geoff Swaim,9679,TE,ARZ,14,67.5,0,1,50.2,66.6,47.4,1,1,30,23.1,24.1,96.7,0,2,0,228,0,0,0,338,35,145,0,0,193,306
Josh Jones,26634,T,HST,5,100.0,0,13,49.3,55.6,52.1,3,5,141,100.0,100.0,96.5,5,9,1,227,0,63,150,227,151,151,0,14,76,0
Conor McDermott,11966,T,NE,6,100.0,0,19,67.8,65.9,68.0,2,10,140,100.0,100.0,94.3,3,14,2,227,0,0,227,227,145,145,0,0,82,0
Nico Collins,61441,WR,HST,15,33.9,0,13,91.0,,74.9,0,0,0,0.0,0.0,,0,0,0,227,0,0,0,670,0,442,0,0,227,1
Julian Hill,88685,TE,MIA,15,65.9,0,17,40.9,39.2,39.4,0,1,31,22.5,20.9,95.2,4,2,1,226,0,0,0,343,31,148,0,1,195,193
Jaylon Moore,43678,T,SF,14,100.0,0,28,72.9,69.7,69.7,1,6,114,100.0,100.0,96.1,0,8,1,226,0,0,226,226,121,121,0,0,105,0
Van Jefferson,47447,WR,ATL,17,36.2,0,2,50.1,,46.5,0,0,0,0.0,0.0,,4,0,0,225,0,0,0,621,0,395,0,0,225,0
Robert Woods,7822,WR,HST,14,33.6,1,13,61.3,39.3,52.4,0,1,2,0.5,0.5,75.0,3,1,0,224,0,0,0,667,2,444,0,0,222,4
Mac Jones,60323,QB,NE,11,35.3,0,19,52.2,,60.1,0,0,0,0.0,0.0,,4,0,0,224,0,0,0,634,0,395,0,0,224,0
Brock Hoffman,54535,C,DAL,8,100.0,0,9,53.7,57.0,54.3,0,5,115,100.0,100.0,97.8,3,5,0,222,156,0,0,222,124,124,65,0,98,0
Gerald Everett,11799,TE,LAC,15,38.8,1,27,65.6,67.5,51.3,0,1,26,7.4,7.2,98.1,2,1,0,221,0,0,0,570,27,373,0,0,194,307
Isaiah Hodgins,52130,WR,NYG,17,42.9,1,21,56.4,73.8,50.6,0,0,4,1.4,1.4,100.0,2,0,0,219,0,0,0,511,4,296,0,0,215,14
Keenan Allen,7857,WR,LAC,13,28.2,0,27,86.3,77.5,39.1,0,0,3,0.6,0.5,100.0,1,0,0,219,0,0,0,777,3,561,0,0,216,1
Trey Palmer,99248,WR,TB,17,30.5,0,30,51.3,,47.7,0,0,0,0.0,0.0,,4,0,0,219,0,0,0,717,0,495,0,0,219,2
Brenton Strange,101694,TE,JAX,14,70.7,1,15,48.6,55.8,55.0,0,3,31,26.7,27.4,95.2,5,3,0,217,0,0,0,307,34,124,0,1,183,173
DeVante Parker,9447,WR,NE,13,37.5,0,19,61.2,,44.4,0,0,0,0.0,0.0,,1,0,0,217,0,0,0,579,0,362,0,0,217,2
Rondale Moore,62890,WR,ARZ,17,28.5,0,1,53.6,,54.0,0,0,0,0.0,0.0,,0,0,0,215,0,0,0,755,0,517,0,0,215,1
Jason Peters,2148,T,SEA,8,100.0,1,29,53.9,45.1,71.2,3,11,135,100.0,100.0,94.8,4,14,0,215,0,0,0,215,147,147,16,199,68,0
DeAndre Hopkins,7808,WR,TEN,17,28.4,0,31,81.0,62.3,54.5,0,0,1,0.2,0.2,100.0,4,0,0,215,0,0,0,758,1,543,0,0,214,0
Corey Linsley,8796,C,LAC,3,100.0,0,27,63.5,54.3,65.9,1,5,136,100.0,100.0,97.8,0,6,0,214,214,0,0,214,144,144,0,0,70,0
Charlie Woerner,42257,TE,SF,17,68.1,0,28,62.6,36.0,76.5,1,3,15,13.6,14.5,86.7,1,4,0,213,0,0,0,313,17,117,0,0,196,254
Kelvin Beachum,7229,T,ARZ,6,100.0,0,1,61.2,67.6,51.7,0,8,111,100.0,100.0,94.6,1,10,2,212,0,0,208,212,119,119,0,0,93,4
Zach Wilson,82096,QB,NYJ,12,30.8,0,22,58.2,,60.2,0,0,0,0.0,0.0,,2,0,0,212,0,0,0,688,0,464,0,0,212,0
Landon Young,41761,T,NO,11,99.5,0,20,49.4,45.9,51.1,0,3,101,99.0,99.1,96.5,1,5,2,212,0,0,15,213,106,107,0,144,106,54
Tyler Boyd,10689,WR,CIN,17,25.7,0,7,59.5,66.2,30.4,0,0,1,0.2,0.2,100.0,2,0,0,212,0,0,0,824,1,611,0,0,211,0
Dalton Kincaid,91791,TE,BUF,16,30.2,0,4,67.2,44.3,57.0,0,0,6,1.3,1.2,100.0,5,0,0,211,0,0,0,699,6,494,0,0,205,220
Nelson Agholor,9453,WR,BLT,17,36.3,1,3,62.2,36.3,57.7,0,1,1,0.3,0.3,50.0,1,1,0,211,0,0,0,581,1,371,0,0,210,22
Wan'Dale Robinson,101735,WR,NYG,15,32.7,2,21,65.5,,42.0,0,0,0,0.0,0.0,,2,0,0,209,0,0,0,640,0,422,0,0,209,19
Billy Turner,8702,T,NYJ,8,100.0,1,22,50.9,51.9,50.2,2,10,143,100.0,100.0,93.0,1,16,4,208,0,0,7,208,151,151,37,163,57,1
Andrew Rupcich,156082,G,TEN,4,100.0,0,31,58.4,68.6,54.9,1,3,122,100.0,100.0,97.5,1,5,1,208,0,0,0,208,130,130,208,0,78,0
Rashee Rice,97605,WR,KC,16,33.5,0,16,85.0,71.7,64.6,0,0,4,1.0,1.0,100.0,2,0,0,208,0,0,0,621,4,416,0,0,204,4
Kendrick Green,56642,G,HST,3,100.0,1,13,58.9,69.9,56.3,1,3,113,100.0,100.0,98.2,2,4,0,208,0,208,0,208,121,121,0,0,87,0
Cameron Erving,9452,T,NO,3,100.0,0,20,49.0,70.5,36.3,0,3,116,100.0,100.0,97.8,2,4,1,208,0,0,0,208,120,120,0,208,88,0
Jaylen Waddle,84088,WR,MIA,14,34.0,0,17,90.7,,59.9,0,0,0,0.0,0.0,,0,0,0,208,0,0,0,611,0,400,0,0,208,1
Andrew Beck,47121,FB,HST,15,63.8,0,13,50.6,66.2,52.9,0,3,27,20.9,20.0,94.4,1,3,0,206,0,0,0,323,28,140,0,0,178,100
