player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Joshua Atkins,144243,T,HAWAII,13,100.0,3,180,66.3,67.7,68.5,7,19,604,100.0,100.0,96.7,10,33,7,888,0,0,888,888,634,634,0,0,254,0
Pichon Wimbley,158371,G,GA SOUTHRN,12,100.0,0,174,62.1,81.9,52.4,2,16,567,100.0,100.0,98.1,3,20,2,887,3,881,0,887,599,599,3,0,288,0
Will O'Steen,125373,T,JVILLE ST,12,100.0,0,196,67.5,66.2,65.7,2,10,344,100.0,100.0,97.7,2,14,2,886,0,0,886,886,362,362,0,0,524,0
Khalil Crowder,78240,G,GA SOUTHRN,12,99.8,0,174,65.0,64.9,63.0,2,16,567,99.6,99.7,98.1,1,20,2,885,0,0,0,887,599,601,881,0,286,4
Ethan Miner,98068,C,N TEXAS,12,100.0,1,251,82.5,84.1,81.7,0,6,515,100.0,100.0,99.4,4,6,0,884,884,0,0,884,543,543,0,0,341,0
Brock Robey,163975,G,JVILLE ST,12,100.0,0,196,63.3,65.5,62.1,1,6,343,100.0,100.0,98.1,3,10,3,883,22,0,0,883,361,361,861,0,522,0
T.J. Session,102316,T,CAL,12,100.0,0,130,63.4,60.2,61.3,4,11,434,100.0,100.0,97.8,2,17,2,879,0,2,0,879,469,469,0,876,410,0
Isaiah Helms,104720,C,APP STATE,12,100.0,0,108,66.7,79.9,59.9,1,8,450,100.0,100.0,99.0,2,9,0,878,878,0,0,878,470,470,0,0,408,0
Bucky Williams,78305,G,APP STATE,12,100.0,0,108,80.7,75.9,82.5,2,3,450,100.0,100.0,99.2,3,6,1,877,0,0,0,877,470,470,877,0,407,0
Caleb Johnson,102301,C,TEXAS ST,12,100.0,2,314,59.1,64.7,56.2,2,11,455,100.0,100.0,97.7,6,17,4,877,871,6,0,877,471,471,0,0,406,0
Clark Barrington,81598,C,BAYLOR,12,100.0,0,118,76.6,81.4,73.8,2,11,508,100.0,100.0,97.9,4,17,4,877,449,428,0,877,528,528,0,0,349,0
Connor McLaughlin,131771,T,STANFORD,12,100.0,3,300,63.9,58.8,69.4,4,27,511,100.0,100.0,96.6,6,33,2,876,0,0,0,876,555,555,0,876,321,0
Campbell Barrington,147505,T,BAYLOR,12,100.0,0,118,70.5,77.9,65.1,4,14,509,100.0,100.0,97.4,3,22,4,876,0,0,81,876,528,528,426,368,348,0
Victor Stoffel,98528,T,TEMPLE,12,99.9,0,306,72.3,72.4,67.0,9,12,544,99.8,99.8,97.7,0,23,2,875,0,0,0,876,578,579,0,875,297,0
Brady Wilson,121508,C,UAB,12,100.0,0,321,73.0,81.7,68.8,2,8,500,100.0,100.0,98.8,2,11,1,875,875,0,0,875,518,518,0,0,357,0
Will Putnam,99655,C,CLEMSON,12,100.0,0,140,70.5,77.4,66.3,1,8,458,100.0,100.0,99.0,1,9,0,874,874,0,0,874,479,479,0,0,395,0
Blake Miller,156248,T,CLEMSON,12,100.0,3,140,74.2,73.7,73.3,2,15,459,100.0,100.0,97.7,6,19,2,874,0,0,0,874,481,481,0,872,393,2
Andrew Raym,122940,C,OKLAHOMA,12,100.0,0,261,63.5,70.3,60.2,3,10,445,100.0,100.0,97.9,2,16,3,874,874,0,0,874,469,469,0,0,405,0
Damion Daley,75770,G,APP STATE,12,100.0,0,108,66.2,69.7,63.0,5,11,448,100.0,100.0,98.2,2,16,0,873,0,872,0,873,468,468,1,0,405,0
Noah Josey,126259,G,VIRGINIA,12,100.0,0,335,63.1,58.8,61.9,5,15,477,100.0,100.0,97.3,0,23,3,870,0,870,0,870,500,500,0,0,370,0
Cooper Beebe,99434,G,KANSAS ST,12,100.0,1,199,82.0,90.1,77.5,0,7,401,100.0,100.0,98.6,2,9,2,870,0,748,19,870,421,421,0,103,449,0
Treylen Brown,108550,C,JVILLE ST,12,100.0,0,196,72.3,80.0,67.9,0,1,336,100.0,100.0,99.6,2,2,1,869,869,0,0,869,354,354,0,0,515,0
Riley Mahlman,145172,T,WISCONSIN,12,100.0,0,349,74.1,77.4,72.7,3,7,477,100.0,100.0,98.3,6,13,3,869,0,0,0,869,497,497,0,868,372,0
Brian Stevens,108439,C,VIRGINIA,12,100.0,2,335,77.0,80.0,76.8,0,8,475,100.0,100.0,98.9,7,9,1,869,751,0,0,869,498,498,118,0,371,0
Hayden Gillum,77508,C,KANSAS ST,12,100.0,0,199,65.5,68.9,62.8,0,19,399,100.0,100.0,97.6,1,19,0,869,869,0,0,869,419,419,0,0,450,0
Kyle Hergel,87427,G,BOSTON COL,12,99.9,0,121,66.6,87.5,67.8,2,2,402,100.0,99.8,99.5,11,4,0,868,4,862,0,869,429,430,1,0,439,1
Tanor Bortolini,129915,C,WISCONSIN,12,100.0,1,349,65.9,80.3,61.1,2,8,477,100.0,100.0,98.7,5,11,1,868,868,0,0,868,497,497,0,0,371,0
Jack Nelson,129927,T,WISCONSIN,12,100.0,1,349,69.1,76.0,66.0,1,11,477,100.0,100.0,97.9,13,16,4,868,0,0,867,868,497,497,0,0,371,1
Drew Kendall,143829,C,BOSTON COL,12,100.0,1,121,68.1,72.9,68.2,1,11,401,100.0,100.0,98.3,8,13,1,867,867,0,0,867,428,428,0,0,439,0
Christian Mahogany,98261,G,BOSTON COL,12,100.0,1,121,74.9,82.2,74.5,0,7,394,100.0,100.0,99.1,5,7,0,862,0,0,2,862,422,422,826,32,440,2
KT Leveston,77487,T,KANSAS ST,12,100.0,0,199,71.7,74.4,66.8,2,12,395,100.0,100.0,97.7,2,16,2,861,0,0,855,861,415,415,0,0,446,5
Jimeto Obigbo,150060,T,TEXAS ST,12,100.0,1,314,60.0,71.6,52.9,4,15,445,100.0,100.0,96.5,5,25,6,859,0,0,5,859,459,459,95,758,400,1
Jacob Gardner,128229,C,COLO STATE,12,100.0,2,144,68.3,78.3,65.8,0,11,523,100.0,100.0,98.9,9,11,0,857,857,0,0,857,552,552,0,0,305,0
Gavin Gerhardt,123561,C,CINCINNATI,12,100.0,0,138,73.4,58.8,79.7,1,13,409,100.0,100.0,97.6,9,17,3,857,856,0,0,857,430,430,0,0,427,1
William Parker,146938,T,UAB,12,100.0,2,321,64.1,67.8,63.0,3,11,491,100.0,100.0,97.8,10,18,4,856,0,0,850,856,509,509,0,0,347,3
Gabe Wallace,77535,T,BUFFALO,12,100.0,0,126,59.8,68.1,54.0,3,19,430,100.0,100.0,97.2,2,23,1,856,0,268,472,856,453,453,0,108,403,0
Drew Moss,150351,T,COLO STATE,12,100.0,2,144,74.1,78.2,72.2,2,12,520,100.0,100.0,98.5,9,15,1,854,0,0,0,854,549,549,0,853,305,0
Saveyon Henderson,152603,T,COLO STATE,12,100.0,1,144,42.1,39.2,45.5,1,41,519,100.0,100.0,95.4,5,45,3,853,0,0,853,853,548,548,0,0,305,0
Josh Kreutz,144805,C,ILLINOIS,12,100.0,1,187,62.9,56.0,66.8,0,11,485,100.0,100.0,98.9,6,11,0,853,853,0,0,853,524,524,0,0,329,0
Jacob Likes,101023,C,MEMPHIS,12,100.0,0,218,75.8,85.4,70.3,2,6,497,100.0,100.0,99.2,2,8,0,852,852,0,0,852,521,521,0,0,331,0
Davion Carter,158004,G,MEMPHIS,12,100.0,0,218,82.6,86.7,81.2,0,7,497,100.0,100.0,99.1,0,8,1,852,0,0,0,852,521,521,852,0,331,0
Xavier Hill,124098,T,MEMPHIS,12,100.0,1,218,72.4,74.6,67.3,5,15,497,100.0,100.0,97.6,2,22,2,852,0,182,179,852,521,521,0,491,331,0
Jack Murphy,121743,T,APP STATE,12,100.0,0,108,76.9,65.2,78.7,1,18,439,100.0,100.0,97.2,5,22,3,851,0,0,61,851,455,455,0,786,396,4
Leif Fautanu,101261,C,ARIZONA ST,12,100.0,1,110,68.0,78.7,62.5,3,8,492,100.0,100.0,98.5,4,13,2,850,850,0,0,850,521,521,0,0,329,0
Tyler Doty,130407,G,BUFFALO,12,100.0,0,126,59.8,71.5,57.4,3,13,426,100.0,100.0,98.1,4,16,0,848,0,0,6,848,449,449,842,0,399,0
McKale Boley,156387,T,VIRGINIA,12,100.0,0,335,62.7,59.1,62.9,3,14,472,100.0,100.0,97.6,4,20,3,847,0,0,845,847,495,495,0,0,352,2
Duke Clemens,100545,C,UCLA,12,100.0,0,324,75.8,80.5,74.1,0,9,457,100.0,100.0,98.8,4,10,1,843,843,0,0,843,474,474,0,0,369,0
Julian Pearl,82282,T,ILLINOIS,12,100.0,0,187,66.2,57.5,70.8,3,17,477,100.0,100.0,96.4,4,27,7,843,0,0,840,843,516,516,0,0,327,3
Ethan Driskell,98530,T,MARSHALL,12,100.0,1,214,66.2,72.4,62.5,2,15,470,100.0,100.0,97.6,4,20,3,842,0,0,840,842,495,495,0,0,347,2
Logan Osburn,53851,C,MARSHALL,12,100.0,2,214,62.3,83.3,54.1,1,8,469,100.0,100.0,98.6,4,11,2,841,720,28,0,841,494,494,93,0,347,0
Isaiah Adams,158192,T,ILLINOIS,12,100.0,0,187,65.6,56.0,73.2,2,20,479,100.0,100.0,95.8,6,31,9,841,0,101,9,841,518,518,0,730,323,1
James Dawn II,160282,G,SM HOUSTON,12,100.0,0,281,59.6,64.8,54.9,3,10,481,100.0,100.0,98.2,1,15,2,841,0,10,0,841,508,508,831,0,333,0
Derrick Graham,123703,T,TROY,12,100.0,0,318,57.7,64.7,51.7,3,15,432,100.0,100.0,97.5,4,20,2,840,0,0,838,840,453,453,0,2,387,0
Oliver Jervis,78404,G,COLO STATE,12,100.0,1,144,68.2,74.5,65.9,0,13,511,100.0,100.0,98.5,2,14,1,840,0,840,0,840,540,540,0,0,300,0
Wilson Kelly,121810,C,MIDDLE TN,12,100.0,0,224,55.0,58.4,54.0,5,11,521,100.0,100.0,98.3,6,17,1,840,840,0,0,840,551,551,0,0,289,0
Gavin Byers,122263,G,BAYLOR,12,100.0,0,118,67.0,79.8,65.9,1,15,484,100.0,100.0,98.3,8,16,0,839,0,436,0,839,504,504,1,401,335,0
Preston Nichols,81609,G,PURDUE,12,100.0,0,273,71.4,78.5,67.5,3,8,434,100.0,100.0,98.5,0,12,1,838,0,837,0,838,456,456,0,0,382,0
Reggie Smith,81828,C,S ALABAMA,12,100.0,2,288,69.7,76.1,69.0,0,9,438,100.0,100.0,98.5,9,11,2,838,838,0,0,838,467,467,0,0,371,0
Tautai Li'o Marks,128158,G,TULSA,12,100.0,1,320,53.1,68.3,50.8,1,10,370,100.0,100.0,98.5,7,11,0,836,158,0,0,836,387,387,678,0,449,0
Grant Betts,81870,T,TROY,12,99.9,1,318,55.3,61.0,51.6,4,18,430,99.8,99.8,97.0,4,24,2,835,0,152,0,836,451,452,0,682,384,1
Kelvin Banks Jr.,163839,T,TEXAS,12,100.0,0,311,75.3,87.0,68.6,1,7,425,100.0,100.0,98.8,5,9,1,833,0,0,831,833,445,445,0,0,388,0
Daniel King,156877,G,TROY,12,100.0,0,318,66.3,72.7,63.2,4,5,428,100.0,100.0,97.8,3,14,5,832,0,0,0,832,449,449,832,0,383,0
Trey Zuhn III,147019,T,TEXAS A&M,12,100.0,0,312,73.1,77.6,69.2,4,15,446,100.0,100.2,97.4,5,21,2,831,0,0,829,831,479,478,0,0,352,2
Javon Foster,81748,T,MISSOURI,12,100.0,0,229,84.3,80.5,86.6,0,12,395,100.0,100.0,98.2,10,13,1,831,0,0,825,831,419,419,0,0,412,5
Connor Tollison,146881,C,MISSOURI,12,100.0,0,229,77.4,63.6,82.7,0,12,395,100.0,100.0,98.0,5,14,2,830,830,0,0,830,418,418,0,0,412,0
Hayden Conner,144723,G,TEXAS,12,100.0,0,311,63.0,79.0,59.6,2,5,424,100.0,100.0,98.5,4,10,3,830,0,814,2,830,443,443,14,0,387,0
Amani Trigg-Wright,81887,G,UNLV,12,100.0,0,325,65.9,76.2,64.6,0,7,374,100.0,100.0,99.1,6,7,0,829,0,0,0,829,389,389,811,18,440,0
Xavier Delgado,81746,G,MISSOURI,12,100.0,0,229,71.3,70.3,70.4,4,10,394,100.0,100.0,98.2,3,14,0,829,0,828,0,829,418,418,0,0,411,1
Tiger Shanks,128371,T,UNLV,12,100.0,0,325,71.9,71.3,71.3,1,17,374,100.0,100.0,97.3,7,19,1,829,0,0,0,829,389,389,0,811,440,18
Jack Hasz,145666,C,UNLV,12,100.0,0,325,56.0,61.3,57.6,3,8,374,100.0,100.0,98.5,11,11,0,829,829,0,0,829,389,389,0,0,440,0
Ethan Hagler,139543,C,SM HOUSTON,12,100.0,0,281,59.0,65.4,57.3,2,7,474,100.0,100.0,99.1,5,9,0,828,818,0,0,828,500,500,10,0,328,0
Gerad Christian-Lichtenhan,131673,T,COLORADO,12,100.0,0,143,61.8,64.8,58.0,8,27,550,100.0,100.0,95.5,5,42,7,827,0,0,826,827,581,581,1,0,246,0
CJ James,151192,C,NEW MEXICO,12,100.0,3,241,68.7,75.8,71.7,3,7,402,100.0,100.0,97.8,12,14,4,827,827,0,0,827,435,435,0,0,392,0
Andrew Cannon,128226,G,COLO STATE,12,100.0,1,144,66.3,69.5,67.9,1,12,500,100.0,100.0,98.7,9,13,0,827,0,0,0,827,528,528,827,0,299,0
Joey Ramos,77474,T,ARIZONA ST,12,100.0,0,110,58.4,63.9,52.8,6,13,483,100.0,100.0,97.4,2,22,3,827,0,10,117,827,512,512,277,400,315,23
J.C. Davis,157231,T,NEW MEXICO,12,99.9,0,241,84.5,82.1,84.7,1,5,402,100.0,100.0,98.8,6,8,2,827,0,0,827,828,435,435,0,0,392,0
Jonathan Graham,81698,G,LIBERTY,12,100.0,0,206,63.9,72.2,61.0,2,6,299,100.0,100.0,98.3,2,9,1,826,0,826,0,826,324,324,0,0,502,0
Carson Bruno,145245,T,LA TECH,12,100.0,1,208,62.0,65.5,61.4,4,17,484,100.0,100.0,96.8,6,26,5,825,0,0,1,825,513,513,0,822,312,2
Braylen Nelson,146050,T,FRESNO ST,12,100.0,3,169,69.1,69.3,71.7,5,12,515,100.0,100.0,97.8,8,20,3,822,0,0,0,822,537,537,0,821,285,1
Vincent Murphy,99046,C,W KENTUCKY,12,100.0,1,346,73.0,85.5,65.5,0,6,503,100.0,100.0,99.4,3,6,0,822,822,0,0,822,530,530,0,0,292,0
X'Zauvea Gadlin,77580,G,LIBERTY,12,100.0,0,206,75.8,75.6,74.7,0,7,298,100.0,100.0,98.8,1,7,0,822,2,0,0,822,323,323,820,0,499,0
Darrell Simpson,77444,T,TULSA,12,100.0,0,320,71.4,77.8,67.5,1,10,372,100.0,100.0,98.0,3,13,2,822,0,0,12,822,391,391,0,810,431,0
Parker Titsworth,97656,C,OHIO,12,100.0,0,259,63.4,69.4,62.2,4,13,406,100.0,100.0,97.4,5,19,2,821,821,0,0,821,428,428,0,0,393,0
Gabe Blair,145323,G,N TEXAS,11,100.0,1,251,62.3,61.1,62.9,2,12,474,100.0,100.0,98.1,5,16,2,821,0,821,0,821,501,501,0,0,320,0
Jordan White,123439,C,LIBERTY,12,100.0,2,206,74.2,69.1,75.0,0,4,298,100.0,100.0,99.0,6,5,1,821,820,1,0,821,323,323,0,0,498,0
Jay Amburgey,98250,T,OHIO,12,100.0,2,259,75.6,79.6,70.3,3,9,406,100.0,100.0,97.8,5,15,3,821,0,2,819,821,428,428,0,0,393,0
Jonah Savaiinaea,158742,T,ARIZONA,12,100.0,0,109,70.2,80.6,63.2,3,10,473,100.0,100.0,98.2,4,15,2,821,0,0,0,821,491,491,138,682,330,0
Kurt Danneker,77443,G,OHIO,12,100.0,1,259,77.4,79.8,79.6,2,9,405,100.0,100.0,98.4,7,12,1,820,0,818,1,820,427,427,1,0,393,0
Chris Adams,145359,T,DOMINION,12,100.0,0,263,57.4,58.6,56.0,1,15,430,100.0,100.0,96.7,5,22,6,820,0,0,566,820,462,462,0,254,358,0
Dartanyan Tinsley,156073,G,CINCINNATI,12,100.0,0,138,68.5,80.4,64.3,1,6,394,100.0,100.0,98.9,2,8,1,820,0,819,0,820,415,415,0,0,405,1
John Williams,123585,T,CINCINNATI,12,99.9,0,138,69.2,75.4,64.2,5,7,392,99.7,99.8,98.0,4,14,2,819,0,0,812,820,413,414,0,0,406,2
Joe Fusile,143914,G,GA TECH,12,100.0,0,176,69.5,71.3,67.1,2,15,413,100.0,100.0,97.7,1,18,1,819,0,817,0,819,434,434,0,0,385,0
Barrett Miller,100562,T,CAL,12,100.0,1,130,52.1,48.5,54.2,5,16,412,100.0,100.0,97.0,5,23,2,819,0,0,817,819,445,445,0,0,374,1
Sergio Muasau,86114,G,HAWAII,13,100.0,0,180,52.5,60.3,45.5,8,15,557,100.0,100.0,97.4,2,26,3,819,0,819,0,819,583,583,0,0,236,0
Jasper Parks,172219,T,CHARLOTTE,12,100.0,0,136,73.0,74.0,71.8,0,10,383,100.0,100.0,97.9,4,13,3,818,0,0,0,818,414,414,0,818,404,0
Kevin Williams,63534,G,CHARLOTTE,12,100.0,0,136,54.9,52.1,57.1,1,14,382,100.0,100.0,96.7,7,20,5,818,0,692,126,818,413,413,0,0,405,0
Cole Potts,138463,G,JAMES MAD,12,100.0,0,197,65.9,65.0,66.8,4,11,440,100.0,100.0,98.3,5,15,0,818,0,0,0,818,457,457,818,0,361,0
Tanner Morris,102305,C,JAMES MAD,12,100.0,0,197,49.6,47.1,51.4,6,23,440,100.0,100.0,96.7,6,29,0,818,818,0,0,818,457,457,0,0,361,0
Brayden Swartout,145732,T,C MICHIGAN,12,100.0,2,134,55.0,57.9,55.0,0,20,393,100.0,100.0,96.7,8,23,3,817,0,0,2,817,424,424,0,812,393,3
Weston Franklin,143913,C,GA TECH,12,100.0,0,176,66.9,71.0,63.9,4,13,412,100.0,100.0,97.7,1,18,1,817,817,0,0,817,433,433,0,0,384,0
Kaci Moreka,91693,T,N TEXAS,12,100.0,3,251,53.0,50.3,54.0,5,26,474,100.0,100.0,95.3,7,38,7,816,0,0,813,816,503,503,0,0,313,3
Tyler Stephens,138468,T,JAMES MAD,12,100.0,0,197,54.9,61.2,53.6,8,20,439,100.0,100.0,96.6,5,29,1,816,0,179,336,816,456,456,0,301,360,0
Christian Hilborn,146501,G,WASH STATE,12,100.0,1,341,66.8,70.3,61.8,2,15,573,100.0,100.0,98.0,2,20,3,816,0,558,257,816,596,596,0,0,220,0
Michael Mokofisi,146439,G,UTAH,12,100.0,0,328,63.6,67.9,64.3,2,10,378,100.0,100.0,98.4,7,12,0,816,0,0,0,816,394,394,815,0,422,0
Quincy McGee,145453,G,OLE MISS,12,100.0,1,226,49.9,66.2,47.0,0,16,373,100.0,100.0,96.8,8,20,4,816,0,815,0,816,398,398,0,0,418,0
Canaan Yarro,72292,C,NEW MEX ST,13,100.0,0,242,74.3,77.2,72.3,1,5,407,100.0,100.0,99.0,3,7,1,815,815,0,0,815,429,429,0,0,386,0
Bert Hale,122675,G,LA TECH,12,100.0,1,208,69.5,80.9,64.7,2,6,477,100.0,100.0,99.0,2,9,1,815,0,813,0,815,506,506,0,0,309,1
Cade Beresford,81934,T,BOISE ST,12,100.0,1,120,68.9,78.3,61.4,1,9,373,100.0,100.0,98.1,3,12,2,815,0,0,0,815,395,395,0,811,420,4
Isaiah World,158252,T,NEVADA,12,100.0,5,239,54.8,60.1,59.3,11,21,442,100.0,100.0,95.9,11,34,2,814,0,0,814,814,470,470,0,0,344,0
DeVonte Gordon,98391,T,WAKE,12,100.0,0,339,73.1,82.4,65.7,3,13,423,100.0,100.0,97.6,3,18,2,814,0,0,330,814,455,455,0,484,359,0
Konner Gomness,100542,C,WASH STATE,12,100.0,0,341,68.4,78.9,61.2,0,10,570,100.0,100.0,99.1,1,10,0,814,814,0,0,814,591,591,0,0,223,0
Avery Reece,97824,C,GA STATE,12,100.0,0,175,62.1,76.6,58.0,1,10,377,100.0,100.0,98.5,5,11,0,813,813,0,0,813,395,395,0,0,418,0
Dalton Cooper,98482,T,OKLA STATE,12,100.0,1,262,75.2,71.2,73.6,0,19,459,100.0,100.0,97.3,5,22,3,813,0,0,644,813,482,482,0,169,331,0
Santana Saunders,145361,T,DOMINION,12,99.9,0,263,53.1,50.1,53.1,5,21,426,99.8,99.8,94.6,4,36,10,812,0,0,254,813,458,459,0,556,354,0
Jalen Rivers,122221,T,MIAMI FL,12,100.0,0,220,74.2,74.5,69.8,6,5,420,100.0,100.0,98.2,1,13,2,812,0,0,812,812,442,442,0,0,370,0
Anez Cooper,162732,G,MIAMI FL,12,100.0,0,220,66.0,82.2,62.4,0,7,420,100.0,100.0,98.9,5,8,1,812,0,0,0,812,442,442,812,0,370,0
Justin Mayers,100808,G,UTEP,12,100.0,1,330,78.5,86.1,77.4,2,5,374,100.0,100.0,98.8,5,8,1,811,0,810,1,811,402,402,0,0,409,0
Anthony Belton,143985,T,NC STATE,12,99.9,0,248,66.2,72.5,63.8,0,18,430,99.8,99.8,97.4,8,20,2,811,0,0,804,812,453,454,0,5,358,1
Michael Jurgens,77345,G,WAKE,12,100.0,1,339,82.5,81.2,86.4,1,5,421,100.0,100.0,99.0,5,7,1,811,76,735,0,811,453,453,0,0,358,0
Mike Katic,101575,G,INDIANA,12,100.0,0,190,62.2,78.0,56.1,1,9,422,100.0,100.0,98.3,1,12,2,811,0,810,0,811,447,447,0,1,364,0
Keaton Bills,100524,G,UTAH,12,100.0,0,328,71.2,57.3,73.5,5,9,377,100.0,100.0,97.6,4,16,2,810,0,809,0,810,393,393,0,1,417,0
Andrew Madrigal,71502,C,NEVADA,12,100.0,1,239,62.4,74.9,58.5,3,10,439,100.0,100.0,98.3,7,14,1,810,810,0,0,810,467,467,0,0,343,0
Timothy McKay,98249,T,NC STATE,12,99.9,2,248,57.8,67.8,53.5,5,13,430,99.8,99.8,97.9,5,18,0,810,0,7,0,811,453,454,362,441,357,0
Josh Baker,131560,C,ARIZONA,12,100.0,0,109,63.8,77.2,56.8,1,7,470,100.0,100.0,98.7,1,10,2,810,810,0,0,810,488,488,0,0,322,0
Dominic Serapiglia III,141881,C,C MICHIGAN,12,100.0,3,134,65.6,65.9,64.7,2,12,390,100.0,100.0,97.9,9,15,1,809,809,0,0,809,421,421,0,0,388,0
Beaux Limmer,99067,C,ARKANSAS,12,100.0,0,111,74.5,61.5,77.6,0,9,402,100.0,100.0,98.1,3,12,3,809,776,33,0,809,422,422,0,0,387,0
Zac Welch,98384,G,NEVADA,12,100.0,2,239,56.6,63.5,54.8,3,17,435,100.0,100.0,97.0,5,23,3,808,0,808,0,808,462,462,0,0,346,0
Dalton Tucker,81717,G,MARSHALL,12,100.0,1,214,67.9,79.3,63.0,1,11,451,100.0,100.0,98.4,7,13,1,808,0,0,0,808,474,474,554,254,334,0
Lokahi Pauole,98548,G,UCF,12,100.0,0,323,56.7,68.0,53.7,2,13,367,100.0,100.0,98.0,3,15,0,807,198,0,0,807,391,391,608,0,416,0
Zach Frazier,123419,C,W VIRGINIA,12,100.0,1,343,74.5,77.9,73.2,3,4,328,100.0,100.0,98.9,4,7,0,806,806,0,0,806,359,359,0,0,447,0
Logan Taylor,151098,T,BOSTON COL,12,99.9,0,121,71.5,68.9,68.5,2,14,370,100.0,99.7,97.0,3,19,3,805,0,0,793,806,395,396,0,0,410,12
Connor Scaglione,108785,G,GA TECH,12,100.0,0,176,56.8,60.4,54.8,1,17,405,100.0,100.0,97.8,3,18,0,804,0,0,0,804,426,426,804,0,378,0
Zach Carpenter,101539,C,INDIANA,12,100.0,0,190,65.3,72.9,61.8,1,5,418,100.0,100.0,98.8,4,8,2,804,804,0,0,804,443,443,0,0,361,0
